Rank Overall,Rank PAX,Driver Name,Car Number,Codriver Car Number,Class,Class Position,Car Year,Car Model,Total Time,PAX Factor,PAX Time,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6
498,382,Chang Ho Kim,124,[24],STS,30,1989,Honda Civic Si,135.509,0.810,109.762,72.089,71.958,71.155,65.309,64.354,65.240
531,430,Joshua Pertzsch,176,[76],STS,31,1990,Mazda Miata,136.241,0.810,110.355,76.636(2),71.457,74.859(2),68.704(1),67.594(1),64.784
534,433,John Hatakeyama,81,[181],STS,32,1990,Mazda Miata,136.264,0.810,110.374,72.648,72.095,DNF,65.130,66.840(1),64.169
585,479,Joseph Austin,96,,STS,33,2007,Mini Cooper,136.986,0.810,110.959,73.660,72.690,73.692(1),66.174,68.879(1),64.296
607,492,Aj Snyder,43,,STS,34,1996,Mazda Miata,137.273,0.810,111.191,71.169,76.958(3),DNF,66.782(1),66.104(1),DNF
643,526,Shaun Hallam,86,,STS,35,1990,Mazda Miata,137.867,0.810,111.672,74.730,72.493,72.179,66.900,65.688,68.238(1)
663,547,Jeffrey Tattershall,23,,STS,36,1988,Honda CRX,138.324,0.810,112.042,73.874(1),DNF,73.604(1),68.151(2),65.404,64.720
666,551,Todd Roppuld,97,[197],STS,37,1988,Honda CRX,138.386,0.810,112.093,74.192,73.482,72.404,DNF,65.982,66.287
667,552,Sam Creasey,24,[124],STS,38,1989,Honda Civic Si,138.387,0.810,112.093,78.124(2),73.327,DNF,65.708,65.939,65.060
693,566,Anthony Toledano,18,,STS,39,1992,Acura Integra,138.760,0.810,112.396,74.644,73.441,75.844(1),67.115,66.457,65.319
720,587,Keith Klein,47,[147],STS,40,1991,Honda Civic Si,139.209,0.810,112.759,75.028,75.168,73.252,73.060,66.914,65.957
723,589,Gordon Anderson,55,[155],STS,41,1988,Honda CRX Si,139.219,0.810,112.767,77.515,78.967(2),73.092,DNF,66.127,DNF
741,607,Bryan Blackwell,42,,STS,42,1988,Honda CRX,139.532,0.810,113.021,76.759,73.478,74.106,67.592,67.091,66.054
866,744,Steve Pertzsch,76,[176],STS,43,1990,Mazda Miata,142.453,0.810,115.387,79.471(1),76.563,75.045,68.360,67.408,79.113
943,848,Stephen French,60,[60],STS,44,1999,Honda Accord,144.234,0.810,116.830,76.264,75.289,74.634,69.600,70.293,69.708
981,901,Kerry Anderson,85,[185],STS,45,1988,Honda CRX,145.062,0.810,117.500,83.570(2),77.236,76.682,71.124(1),68.752,68.380
717,584,Katie Crawford,6,,STSL,1,1991,Honda CRX Si,139.167,0.810,112.725,74.886,74.873,73.462,70.078,67.182,65.705
1070,1015,Lauren Keach,91,[43],STSL,2,1991,Mazda Miata,147.023,0.810,119.089,84.694(2),77.996,98.148(1),74.174,70.984,69.027
1174,1114,Lexie Murray,43,[143],STSL,3,1996,Mazda Miata,150.052,0.810,121.542,81.069(2),90.307(2),77.807,75.601(1),72.245,79.360(1)
1287,1238,Ellie Blackwell,42,,STSL,4,1988,Honda CRX,156.227,0.810,126.544,87.262,DNF,82.739,76.257,74.353,73.488
648,543,Samuel Krauss,67,,STH,1,1995,Eagle Talon TSi AWD,138.054,0.811,111.962,75.886,71.854(1),68.173,69.881,70.130,70.161
656,548,Brian Flanagan,198,[98],STH,2,2015,Volkswagen GTI,138.168,0.811,112.054,77.509,69.426,67.730,70.438,DNF,70.656
765,647,Chris Thorpe,124,[24],STH,3,2012,Volkswagen Golf R,140.166,0.811,113.675,74.621,68.530,67.910,72.256,74.797(2),73.409(1)
767,649,Thomas Thompson,199,[99],STH,4,2016,Audi TT,140.250,0.811,113.743,DNF,69.195,DNF,71.366,71.055,DNF
806,691,Alex Piehl,27,,STH,5,2014,Subaru WRX,141.078,0.811,114.414,78.004,71.121,DNF,73.589(2),70.986,69.957
867,751,Scott Dobler II,98,[198],STH,6,2015,Volkswagen GTI,142.480,0.811,115.551,79.262,74.891(1),70.551,DNF,71.929,74.627(1)
874,758,Brian Fipps,4,,STH,7,2008,Mazda Mazdaspeed 3,142.640,0.811,115.681,80.903(2),72.769,70.366,73.613,72.470,72.274
906,813,Eric Hunter,7,,STH,8,2007,Mazda Mazdaspeed 3,143.532,0.811,116.404,79.500,71.961,70.781,76.838,74.328,72.751
957,871,Jessica Podhola,24,[124],STH,9,2012,Volkswagen Golf R,144.408,0.811,117.115,78.405,73.367,70.711,DNF,75.129,73.697
1015,950,Christy Carlson,68,[168],STH,10,2015,Subaru WRX,145.720,0.811,118.179,77.330,73.970,DNF,73.351,71.750,DNF
1021,957,Bill Cook,168,[68],STH,11,2015,Subaru WRX,145.886,0.811,118.314,75.818,78.750,DNF,73.286,73.853(1),70.068
,1348,Roger Johnson,99,[199],STH,12,2016,Audi TT,No Time,0.811,999.999,73.813,70.779,DNF,DNF,DNF,DNF
674,600,Brinton Mooberry,93,,STP,1,2017,Chevy Camaro SS,138.582,0.815,112.944,70.480,69.769,69.416,69.166,69.612,78.318(4)
685,608,Jonathan Warlof,37,,STP,2,2016,Ford Mustang,138.686,0.815,113.029,72.263,71.048,70.981,67.705,68.766,73.217(2)
757,670,Jay Cryderman,24,[124],STP,3,2013,Ford Mustang GT,139.965,0.815,114.071,72.628,71.065,71.468,68.900,68.973,71.246
791,706,Robert Gosda,95,,STP,4,2013,Ford Mustang,140.751,0.815,114.712,71.134,72.649(1),70.043,70.708,73.054(1),72.043
811,722,Lacey Otis,59,,STP,5,2016,Chevy Camaro,141.200,0.815,115.078,75.791(2),71.371,71.009,70.191,70.305,71.421
883,824,Jeffrey Mark Pilson,33,[33],STP,6,1993,Chevy Camaro,142.944,0.815,116.499,73.860(1),71.618,72.313,71.326,74.289(1),73.430
905,857,Miles Crabbe,31,,STP,7,2014,Ford Mustang GT,143.504,0.815,116.956,72.365,74.683(2),105.579(1),71.139,75.957,71.272
954,914,Eric Yee,124,[24],STP,8,2013,Ford Mustang GT,144.357,0.815,117.651,73.301,73.873(1),78.002,83.024(3),71.056,73.804(1)
988,956,Charlie Holt,74,,STP,9,2005,Ford Mustang GT,145.167,0.815,118.311,72.717,74.580(1),72.104,73.063,73.120,73.894
89,77,Mike Casino,111,[11],SSP,1,2002,Chevy Corvette Z06,124.225,0.852,105.840,DNF,62.066,58.987,65.853,65.238,65.322
97,102,Ian Stewart,185,[85],SSP,2,2002,Chevy Corvette Z06,124.809,0.852,106.337,67.667(1),62.603,59.482,65.424,65.906,65.327
98,103,Ryan Johnson,59,[159],SSP,3,2006,Lotus Elise,124.830,0.852,106.355,65.482,64.407,60.214,DNF,64.616,65.075
100,109,Eric Stemler,189,[89],SSP,4,2003,Chevy Corvette Z06,124.952,0.852,106.459,68.682(1),62.400,60.573(1),70.326(2),64.413,64.379
139,241,Ed Vogt,85,[185],SSP,5,2002,Chevy Z066,127.114,0.852,108.301,69.717(1),65.408,60.925,68.909(1),66.519,66.189
140,245,R. Petschauer,69,[169],SSP,6,2015,Porsche GT3RS,127.193,0.852,108.368,68.479(1),62.577,61.923,DNF,65.735,65.270
141,246,Andy Hohl,89,[189],SSP,7,2003,Chevy Corvette Z06,127.207,0.852,108.380,68.313,66.241(1),61.705(1),66.772(1),66.507(1),65.502
149,277,Chris Kirkland,11,[111],SSP,8,2002,Chevy Corvette,127.551,0.852,108.673,65.665,65.471(1),62.139,65.412,67.416(1),66.872(1)
150,285,Alek Tziortzis,194,[94],SSP,9,2002,Chevy Corvette Z06,127.630,0.852,108.741,65.487,66.941(2),62.363(1),70.755(2),66.095,65.267
161,314,Mitch Fagundes,181,[81],SSP,10,2012,Audi R8,127.965,0.852,109.026,66.926,66.817(2),59.686,69.005(1),72.422(3),68.279(1)
173,350,David Hedderick,198,[98],SSP,11,2016,Chevy Corvette Z06,128.417,0.852,109.411,71.862(3),67.614(2),61.823,66.594,67.197,66.840
229,490,Jonathan Kuo,44,[144],SSP,12,2018,McLaren 720s,130.482,0.852,111.171,68.804,68.917(2),62.270,69.550(1),DNF,68.212
236,496,Stan Whitney,17,[117],SSP,13,2008,Porsche 911 Turbo,130.520,0.852,111.203,74.625(1),65.199,64.010(2),67.912,66.510,67.375
243,518,Jess Driggers,144,[44],SSP,14,,McLaren 720s,130.862,0.852,111.494,65.954,63.162,DNF,67.768,67.700,DSQ
259,538,Su Brude,117,[17],SSP,15,2008,Porsche 911 Turbo,131.233,0.852,111.811,71.265(1),66.168,62.500,69.657,71.212(1),68.733
378,651,Rad Delgado,169,[69],SSP,16,2015,Porsche GT3RS,133.565,0.852,113.797,72.493(3),66.741(2),DNF,73.002(3),66.824,69.438(2)
483,731,Ralph Elder,81,[181],SSP,17,2012,Audi R8,135.285,0.852,115.263,82.040(2),67.310(1),71.051(4),71.962(1),69.796(1),67.975
587,839,Crissy Weaver,98,[198],SSP,18,2016,Chevy Corvette Z06,136.989,0.852,116.715,72.805(1),70.028,68.046,72.068,68.943,70.493
591,842,Keath Marx,80,,SSP,19,2004,Chevy Corvette Z06,137.030,0.852,116.750,69.201,76.764(4),70.905(4),67.829,71.092(2),67.946
778,1048,Bill Myers,94,[194],SSP,20,2002,Chevy Corvette Z06,140.559,0.852,119.756,DNF,DNF,69.883(2),74.392,75.165(2),70.676
491,710,Aaron Miller,146,[46],ASP,1,2005,Mitsubishi Evo 8 RS,135.401,0.848,114.820,70.672,71.727,72.403(1),65.542,64.729,71.117(2)
620,829,Tom Berry,172,[72],ASP,2,2006,Mitsubishi Evo IX RS,137.487,0.848,116.589,73.300,72.447,72.734,72.275,65.900,65.040
692,918,Christine Grice,72,[172],ASP,3,2006,Mitsubishi Evo IX,138.757,0.848,117.666,72.095,DNF,73.262,66.662,66.721,67.819(1)
743,964,Ryan Pemberton,194,[94],ASP,4,2006,Mitsubishi Evolution I,139.608,0.848,118.388,73.874,76.891(1),75.061(1),65.734,67.420(1),67.705(1)
870,1095,Brent Schneekloth,8,,ASP,5,2005,Mitsubishi Lancer Evo,142.545,0.848,120.878,75.538,74.949,77.627(1),70.137,68.832,67.596
941,1142,Cory Hockenbury,103,[3],ASP,6,2011,BMW 1M,144.219,0.848,122.298,77.800,DNF,77.611,66.608,67.707(1),68.180(1)
965,1152,Bill Pemberton,94,[194],ASP,7,2006,Mitsubishi Evo 9,144.489,0.848,122.527,78.501,76.123,77.732(1),DNF,68.366,71.534(2)
984,1170,Ryan Hockenbury,3,[103],ASP,8,2011,BMW 1M,145.113,0.848,123.056,80.087(1),76.957,79.203,DNF,73.908(2),68.156
1256,1292,Francis Miller,46,[146],ASP,9,2005,Mitsubishi Evo 8 RS,153.929,0.848,130.532,DNF,DNF,77.924(1),DNF,DNF,76.005
1297,1308,Justin Bibik,34,,ASP,10,1991,Toyota MR2,157.455,0.848,133.522,DNF,89.930(1),96.648(4),DNF,DNF,67.525
164,244,Ron Bauer,194,[94],BSP,1,2016,Mazda Miata,128.060,0.846,108.339,71.223,DNF,76.194,57.448,57.121,56.837
183,312,Chris Edens,126,[26],BSP,2,2005,Mazda MSMiata,128.860,0.846,109.016,70.725,71.771,78.250(1),61.315(1),58.135,58.233
190,334,Joe Goeke,94,[194],BSP,3,2016,Mazda MX5,129.104,0.846,109.222,74.753,70.831,DNF,59.818,58.273,58.354
199,346,Jeff Stuart,113,[13],BSP,4,2008,Nissan 350Z,129.262,0.846,109.356,70.604,70.567(1),DNF,59.455,58.695,59.017
220,401,Mark DeShon,13,[113],BSP,5,2008,Nissan 350Z,130.052,0.846,110.024,73.534,70.736,77.983(1),60.724,59.759,59.316
226,419,Justin Mitchell,52,[152],BSP,6,2004,Mazdaspeed Miata,130.285,0.846,110.221,74.411(1),71.960(1),DNF,DNF,59.300,58.325
227,421,Anthony Porta,199,[99],BSP,7,2005,MazdaSpeed Miata,130.317,0.846,110.248,73.620,71.765,74.109,58.875,58.552,60.098(1)
267,494,Timothy Maxey,152,[52],BSP,8,2004,Mazdaspeed Miata,131.445,0.846,111.202,73.350,DNF,83.112(1),59.551,58.495,58.095
469,688,JJ Kramer,192,[92],BSP,9,2009,Nissan 370Z,135.132,0.846,114.322,74.177,DNS,DNS,60.955,61.492,62.010
500,704,Thomas Hill,4,,BSP,10,2004,Mazdaspeed Miata,135.543,0.846,114.669,77.948(2),72.937,DNS,DNF,68.656(1),62.606
548,745,Matt Murray,99,[199],BSP,11,2005,Mazda Speed Miata,136.435,0.846,115.424,86.603(2),75.817(1),DNF,63.318,62.959(1),60.618
553,747,Brent Seaton,92,[192],BSP,12,2009,Nissan 370Z,136.522,0.846,115.498,79.820(1),74.724,DNS,61.798,62.300,DNF
662,862,Frank Likert,26,[126],BSP,13,2005,Mazda MSMiata,138.286,0.846,116.990,85.830(2),75.175(1),84.618,DNF,63.667(2),63.111(2)
671,878,Christopher Wanner,25,[125],BSP,14,2004,Mazdaspeed Miata,138.515,0.846,117.184,DNF,77.914(2),78.517,61.121,60.601,62.554(1)
785,1011,Noah Feldstein,18,,BSP,15,2005,Mazdaspeed Miata,140.670,0.846,119.007,DNF,80.914,80.289,66.225(2),61.241,60.381
831,1053,Matt Butz,118,,BSP,16,2011,Nissan 370Z Nismo,141.682,0.846,119.863,83.962(1),79.993(1),DNS,61.689,68.767(3),61.965
851,1066,Matthew Meyer,125,[25],BSP,17,2004,Miata Mazdaspeed,142.108,0.846,120.223,DNF,DNF,80.023,DNF,70.558(4),62.085(1)
828,1050,Molly Thore,152,[52],BSPL,1,2004,Mazdaspeed Miata,141.613,0.846,119.805,80.056,84.715,86.824,63.506(1),62.411,61.557
859,1077,Lacie Edens,26,,BSPL,2,2005,Mazda MSMiata,142.355,0.846,120.432,81.025,81.221,DNF,66.226(1),61.330,68.248
947,1134,Lauren Kane Porta,99,,BSPL,3,2005,Mazda Miata,144.315,0.846,122.090,84.124,82.394(1),81.138,67.745(1),65.953(1),63.177
1006,1173,Brittany Edwards,52,[152],BSPL,4,2004,Mazdaspeed Miata,145.561,0.846,123.145,84.504,83.425,86.390(1),63.547,62.621,62.136(1)
42,2,Neal Tovsen,198,[98],CSP,1,2001,Mazda Miata,118.912,0.857,101.908,62.337,63.973(1),62.434,57.165,56.663,56.575
56,9,Todd Cochran,98,[198],CSP,2,2001,Mazda Miata,120.347,0.857,103.137,64.531,63.834,62.890,59.640,58.086,57.457
58,13,Matthew Hodges,197,[97],CSP,3,1999,Mazda Miata,120.849,0.857,103.568,68.033(2),63.835,68.320(2),58.223,58.031,57.014
59,16,Billy Davis,199,[99],CSP,4,1999,Mazda Miata,121.053,0.857,103.742,63.232,67.975(3),64.530(1),58.346(1),58.062(1),57.821(1)
69,47,Bob Bundy,196,[96],CSP,5,1992,Mazda Miata,122.619,0.857,105.084,65.409,64.420,64.408,59.330,58.680,58.211
71,66,Aaron Zanger,177,[77],CSP,6,1999,Mazda Miata,123.088,0.857,105.486,65.635,65.152,64.998,59.666,58.551,58.090
79,79,Hector San Nicolas,195,[95],CSP,7,1995,Mazda Miata,123.535,0.857,105.869,65.617,65.128,65.155,59.121,58.557,58.407
82,86,Mark Prewitt,97,[197],CSP,8,1999,Mazda Miata,123.753,0.857,106.056,68.004,65.100,65.470,61.107,59.748,58.653
96,143,Matt Zyskowski,96,[196],CSP,9,1992,Mazda Miata,124.682,0.857,106.852,66.976,72.012(3),65.733,60.618,58.949,65.454
108,203,Steve Eberlein,191,[91],CSP,10,1990,Mazda Miata,125.758,0.857,107.775,70.061(2),66.831,66.446,62.012(1),59.818,59.312
112,214,Colin Wolfson,77,[177],CSP,11,1999,Mazda Miata,125.936,0.857,107.927,69.183(1),DNF,66.804,61.758,60.861,59.132
125,266,Bob Davis,99,[199],CSP,12,1999,Mazda Miata,126.651,0.857,108.540,69.807(2),68.024(1),DNF,63.757(2),DNF,58.627(1)
132,279,Evan Clavijo,187,[87],CSP,13,2001,Toyota MR2,126.850,0.857,108.710,68.767(1),70.155(2),66.884,64.785(2),60.164,59.966
143,321,Bob Neff,91,[191],CSP,14,1990,Mazda Miata,127.322,0.857,109.115,70.208,67.577,68.914(1),60.523,80.166(1),59.745
144,331,Jeff Schmidt,76,[176],CSP,15,2001,Mazda Miata,127.427,0.857,109.205,68.467,67.040,67.331,61.204,67.854,60.387
157,358,Oliver Licul,95,[195],CSP,16,1995,Mazda Apex Miata,127.788,0.857,109.514,68.270(1),71.038,71.407(3),61.331(1),69.584(1),59.518(1)
178,418,Brian Wells,176,[76],CSP,17,2001,Mazda Miata,128.608,0.857,110.217,78.080(4),68.709,68.170,64.969(2),60.438,62.211(1)
192,463,Alan Salnikov,87,[187],CSP,18,2001,Toyota MR-2,129.209,0.857,110.732,70.195(1),82.138(1),68.084,71.302,63.253,61.125
284,592,Sean Dudgeon,8,,CSP,19,1995,Mazda Miata,131.634,0.857,112.810,70.705,69.771,DNF,64.704,61.863,62.522
359,671,Robert Kliffel,64,,CSP,20,1999,Mazda Miata,133.130,0.857,114.092,DNF,71.133,71.421(1),62.448,62.169,61.997
189,450,Stephanie Humphries,176,[76],CSPL,1,2001,Mazda Miata,129.064,0.857,110.608,74.036(3),68.832,69.293,61.651,60.232,61.175
224,520,Laura Johnson,76,[176],CSPL,2,2001,Mazda Miata,130.168,0.857,111.554,73.066,69.925,68.519,64.849,61.649,61.858
266,579,Sharon Eberlein,191,[91],CSPL,3,1990,Mazda Miata,131.422,0.857,112.629,71.531,70.739,69.800,64.523,62.830,61.622
428,730,Kate Claffie,91,[191],CSPL,4,1990,Mazda Miata,134.468,0.857,115.239,78.857(3),73.275(1),71.205,65.087,65.079(1),63.263
517,823,Jodi Fordahl,96,,CSPL,5,1992,Mazda Miata,135.931,0.857,116.493,73.840,92.295(3),DNF,64.116,63.204(1),62.091
544,851,Shannon Kathleen Ireton,77,,CSPL,6,1999,Mazda Miata,136.383,0.857,116.880,71.774,74.411(1),70.721,74.928(2),91.008,65.662(1)
184,193,Evan Schickel,59,[159],DSP,1,2002,BMW 330Ci,128.864,0.835,107.601,75.178(5),65.454,64.509,65.534(1),65.753,64.355
185,200,Tamra Hunt,199,[99],DSP,2,2005,Mazda RX-8,128.990,0.835,107.707,66.993(1),64.087,66.203(1),64.903,65.443,65.061
191,207,John Vitamvas,159,[59],DSP,3,2002,BMW 330Ci,129.155,0.835,107.844,67.697(1),64.715,64.395,65.077,64.760,65.715
252,356,Mike Kuhn,96,,DSP,4,2004,Mazda RX-8,131.132,0.835,109.495,65.581,65.369,64.875,66.257,67.063,66.952
296,408,Andrew Krystinik,99,[199],DSP,5,2005,Mazda RX-8,131.855,0.835,110.099,71.717(1),66.519,65.742,66.113,66.427,68.138
337,466,Aaron Breitbach,95,,DSP,6,2007,Mazda RX8,132.682,0.835,110.789,70.103(1),69.627(1),67.710,64.972,66.640,68.200
352,486,Doug Keiler,154,[54],DSP,7,1999,BMW 323,133.057,0.835,111.103,68.911(1),66.541,69.199(1),77.652(1),66.516,69.981
374,515,Michael Feldpusch,144,[44],DSP,8,1995,BMW 325is,133.481,0.835,111.457,67.589,73.272,67.010,66.867,66.471,67.394
400,539,Peter Florance,54,[154],DSP,9,1999,BMW 323i,133.960,0.835,111.857,68.330,67.438,68.641,66.522,67.240,67.970
465,591,Nicholas Zelisko,80,[180],DSP,10,2004,Mazda RX-8,135.078,0.835,112.790,68.335,69.549(1),67.571,67.562(1),67.896(1),67.507
505,622,Marco Cruz,189,[89],DSP,11,2001,BMW 330i,135.658,0.835,113.274,68.801,69.406,68.874,68.297,66.857,82.766(1)
675,763,Ira Cruz,89,[189],DSP,12,2001,BMW 330i,138.621,0.835,115.749,DNF,71.734,70.364,69.831,68.257,69.593
695,776,Alex Malinowski,44,[144],DSP,13,1993,BMW 325is,138.784,0.835,115.885,76.321(3),73.470(1),70.737,68.047,68.062,74.419(3)
820,945,Darrell Moskowitz,13,,DSP,14,1994,Honda Prelude,141.461,0.835,118.120,73.771(1),72.145,73.619,69.316,74.010(2),77.364(3)
854,991,Dallas Reed,180,[80],DSP,15,2004,Mazda RX-8,142.196,0.835,118.734,71.484(1),69.593(1),68.863(1),DNF,73.333(2),DSQ
80,5,Devin Taylor,18,,ESP,1,1994,Chevy Camaro Z28,123.627,0.828,102.363,60.428,59.210,58.523,66.743,66.080,65.104
85,6,PJ Corrales,196,[96],ESP,2,2004,Infiniti G35 Coupe,123.882,0.828,102.574,61.534(1),58.929,60.478(1),65.888,65.646,64.953
87,7,Bryan Mancuso,96,[196],ESP,3,2004,Infiniti G-Body,123.979,0.828,102.655,62.449(2),58.037,64.071(1),66.124,69.474(2),65.942
99,11,Clint Griest,67,,ESP,4,2006,Mazda Speed6,124.884,0.828,103.404,DNS,58.537,57.953,67.791(1),68.748(1),66.931
133,44,Britt Dollmeyer,169,[69],ESP,5,2006,Ford Mustang,126.864,0.828,105.043,61.981(1),59.866,61.131(1),69.333,66.998,73.711
154,75,Daniel Pinto,197,[97],ESP,6,1981,Ford Mustang SVO,127.706,0.828,105.741,60.892,DNF,59.986,68.542,70.228(1),67.720
163,85,Robert Alaniz,97,[197],ESP,7,1981,Ford Mustang SVO,128.059,0.828,106.033,63.590(1),60.099,60.667,70.286(1),67.960,68.373
181,131,Jeff Cox,199,[99],ESP,8,2010,Ford Mustang GT500,128.831,0.828,106.672,61.685,61.234,60.112,70.421,69.232,68.719
194,151,James Darden,91,,ESP,9,2001,Chevy Camaro,129.221,0.828,106.995,64.364(1),64.713(2),60.149,71.116(1),69.644,69.072
200,156,Stephen Vrooman,99,[199],ESP,10,2010,Ford GT 500,129.289,0.828,107.051,62.496,61.810,59.931,69.358,73.966(3),70.175(1)
209,177,Andrew Graul,147,[47],ESP,11,2010,Ford Mustang,129.715,0.828,107.404,61.948,67.449(1),61.306,68.940,69.382,68.409
295,326,Tim Bergstrom,69,[169],ESP,12,2006,Ford Mustang,131.819,0.828,109.146,61.776,61.020,60.524,DNF,71.295,72.068(2)
365,429,Kirk Boston,41,,ESP,13,2007,Ford Mustang Shelby,133.277,0.828,110.353,65.628,63.200,62.570,DNF,71.588,70.707
533,593,Sam Vassallo,47,[147],ESP,14,2010,Ford Mustang GT,136.252,0.828,112.817,65.470(1),63.293,63.494,72.959,74.797(1),74.875(1)
639,674,Becca Nell,199,[99],ESPL,1,2004,Infiniti G35,137.851,0.828,114.141,62.389,61.930,61.494,DNF,80.459,76.357
783,820,Jojo Corrales-Kean,99,[199],ESPL,2,2004,Infiniti G35 Coupe,140.644,0.828,116.453,63.528,63.217,64.478(1),90.297,79.494,77.427
946,1036,Johanna Foege,67,,ESPL,3,2006,Mazda Speed6,144.284,0.828,119.467,70.888(1),62.498(1),61.722,DNF,82.562(1),93.059(2)
1130,1165,Tina Edington,91,,ESPL,4,2001,Chevy Camaro,148.511,0.828,122.967,68.537(1),65.557,66.001,90.793,91.890,82.954
1249,1246,Deonna Carranza,96,,ESPL,5,2010,Ford GT 500,153.673,0.828,127.241,79.119(2),67.633,68.479(1),101.614(1),86.877(1),86.040(1)
228,139,Randy Pobst,197,[97],FSP,1,1977,Volkswagen Rabbit,130.322,0.819,106.734,72.115(1),DNF,73.808,63.290(2),58.541,58.207
291,213,Jay Bonvouloir,51,[151],FSP,2,1985,Honda CRX,131.752,0.819,107.905,75.309,71.933,DNS,61.135,59.819,59.984
312,233,Geoffrey Zimmer,97,[197],FSP,3,1977,Volkswagen Rabbit,132.166,0.819,108.244,78.641,72.448(1),75.405,60.325,59.791,59.718
331,271,Gregory Anthony,7,,FSP,4,1998,Dodge Neon ACR,132.607,0.819,108.605,74.723,72.903,78.451,62.417,61.576,59.704
332,273,John Bonvouloir,151,[51],FSP,5,1985,Honda CRX,132.616,0.819,108.613,72.201,DNF,DNS,DNF,60.415,61.303(1)
350,306,Jason West,86,,FSP,6,1986,Toyota Corolla GTS,133.016,0.819,108.940,74.986,73.148,DNF,61.008,60.292,59.868
351,308,Andrew Blasiman,27,,FSP,7,1983,Volkswagen Rabbit GT,133.037,0.819,108.957,75.302(1),72.756,DNS,62.538,60.561,60.281
541,527,Andrew Buck,13,,FSP,8,1996,Nissan 200SX Se-R,136.359,0.819,111.678,DNF,74.606,DNS,62.381,62.091,61.753
902,900,Matt Moore,76,[176],FSP,9,1992,Mazda Protoge Lx,143.460,0.819,117.494,84.023(2),79.231(1),DNF,66.822(1),DNF,64.229
1200,1193,George Schweikle,61,,FSP,10,1976,Alfa Romeo Spider,151.144,0.819,123.787,DNF,DNF,85.277,68.161,65.867,DNF
1227,1214,Josh Perry,176,[76],FSP,11,1992,Mazda Protege,152.451,0.819,124.857,89.844(1),DNF,DNF,64.137,63.240,62.607
1343,1334,Susan Anderson,61,[161],FSPL,1,1976,Alfa Romeo Spider,169.876,0.819,139.128,DNF,DNF,93.608,83.735,77.975,76.268
,1348,Dee Schweikle,161,[61],FSPL,2,1976,Alfa Romeo Spider,No Time,0.819,999.999,DNF,DNF,DNS,84.964,77.807,74.717
102,311,Randall Wilcox,196,[96],SSM,1,1996,Mazda Miata,125.142,0.871,108.999,57.324(1),57.476(1),55.286,71.708,71.525,69.856
128,432,Robert Thorne,80,[180],SSM,2,2008,Honda S2000,126.718,0.871,110.371,56.722,56.679,54.936,73.075,77.435(2),71.782
156,499,Matthew Glagola,199,[99],SSM,3,2008,Lotus Elise,127.726,0.871,111.249,60.237(2),55.706,56.929(1),75.452,DNF,72.020
188,564,Jason Collett,96,[196],SSM,4,1990,Mazda,129.037,0.871,112.391,57.584,56.351,56.235,74.084,72.802,85.106(1)
198,576,Bryan Carbon,99,[199],SSM,5,2008,Lotus Elise,129.254,0.871,112.580,DNF,55.624,68.431(1),77.560(1),75.990(1),73.630
251,679,Jake Namer,180,[80],SSM,6,2008,Honda S2000,131.104,0.871,114.192,56.184,55.755,DNF,77.223,75.349,DNF
345,766,Mike Wolf,156,[56],SSM,7,1972,Datsun 240Z,132.934,0.871,115.786,58.792,59.020,58.775,82.724(2),77.768(1),74.159
366,788,Brock Clayton,2,,SSM,8,2004,MazdaSpeed Miata,133.305,0.871,116.109,63.263(2),57.946,57.697,78.052,75.608,82.960(1)
398,836,Andrew McGibbon,169,[69],SSM,9,2000,Toyota MR2 Spyder,133.933,0.871,116.656,63.254(2),62.748(2),58.870,79.006,77.906,75.063
432,875,Jacob Dawson,69,[169],SSM,10,2000,Toyota MR2 Spyder,134.504,0.871,117.153,59.546,58.390,DNF,78.533,76.843,76.114
446,887,Paul Kreutzwiser,73,,SSM,11,1992,Mazda Miata,134.694,0.871,117.318,61.419(1),60.020,65.916,80.060(1),77.055,74.674
554,1003,Chuck Pyanowski,74,,SSM,12,1987,Nissan 300ZX,136.524,0.871,118.912,61.684(1),59.603(1),63.974(1),80.719(1),77.616,76.921
558,1005,Chris Robbins,98,,SSM,13,2006,Mazda MX-5,136.568,0.871,118.951,61.539,60.899,DNF,DNF,80.430,75.669
600,1035,Brian Cairns,52,,SSM,14,2000,Mazda Miata,137.156,0.871,119.463,67.226(1),59.683,58.657,84.585,78.499,79.865(1)
722,1101,James Lockard,94,,SSM,15,1994,Mazda RX7,139.218,0.871,121.259,60.946,DNF,DSQ,DNF,78.272,78.802
734,1111,John Childs,85,,SSM,16,2002,Chevy Corvette Z06,139.441,0.871,121.453,60.715,60.396,60.275,82.264,79.166,86.979(4)
1027,1245,Dustin Libby,6,[106],SSM,17,2004,Mazda Speed MX-5,145.994,0.871,127.161,64.910(1),68.249,65.964,81.084,86.220(1),DNF
1042,1251,Quentin Yarie,56,[156],SSM,18,1972,Datsun 240Z,146.274,0.871,127.405,61.283,61.383,60.317,85.957,DNF,DNF
1118,1277,Zach Dailey,106,[6],SSM,19,2004,Mazdaspeed Miata,148.288,0.871,129.159,DNS,69.272,DNF,DNF,87.614,79.016
,1348,David Corsaro,97,[197],SSM,20,1993,Mazda Miata,No Time,0.871,999.999,59.103,59.362(1),58.245,DNS,DNS,DNS
